n,counterfactual,eventA,eventB,new_temp,new_label,pos_partition,neg_partition
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well have been too big to fail last year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, is certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction may be touched off by the collapse of Lehman Brothers. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",referring,touched,BEFORE,0,"{said, referrring, may, be, touched}",
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. But for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well be too big to fail next year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, have certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",fail,creates,AFTER,1,"{to, fail, next, year, may, be, which, creates}",
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. But for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well be too big to fail next year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, have certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal has been sent that citizens and investors had to start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",sent,forming,BEFORE,0,"{has, been, sent, as, is, forming, had, to}",
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. But for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well be too big to fail next year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, have certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal has been sent that citizens and investors had to start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",start,forming,BEFORE,0,"{had, to, start, as, is, forming, has, been, sent, long, run}",
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. But for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well be too big to fail next year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, have certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal has been sent that citizens and investors had to start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",survive,forming,BEFORE,0,"{is, forming, has, been, sent, had, to, survive, long, run}",
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. But for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well be too big to fail next year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, have certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal has been sent that citizens and investors had to start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",pushing,saying,BEFORE,0,"{are, saying, can, take, pushing}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The activists said the troops opened fire as soon as they boarded the vessel, which was in international waters at the time. The Israeli insisted its commandos used lethal force. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",used,opened,BEFORE,0,"{used, opened, as, soon, as, which, was}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" before the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",apologised,tried,BEFORE,0,"{has, apologised, before, that, tried}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" before the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",tried,agreed,AFTER,1,"{has, before, tried, also, agreed}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu will then only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",agreed,expressed,BEFORE,0,"{also, agreed, will, then, expressed}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the future, he will be given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",accepted,given,BEFORE,0,"{had, accepted, in, future, will, be, given}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in spite of an Israeli naval blockade. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",trying,admitted,AFTER,1,"{while, trying, admitted, were, made}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but after he insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",admitted,insisted,BEFORE,0,"{admitted, were, made, after, insisted}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but he insisted, before its commandos used lethal force, that activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",admitted,used,BEFORE,0,"{admitted, were, made, before, used}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force before activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",used,attacked,BEFORE,0,"{used, before, had, attacked}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force before activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. After departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",departing,revealed,BEFORE,0,"{after, departing, revealed}",
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, while commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",used,admitted,EQUAL,2,"{while, used, admitted}",
