id,context,eventA,eventB,label_temp,label,pos_partition
nyt_20130321_cyprus,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well have been too big to fail last year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, is certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",pushing,saying,AFTER,1,"{are, saying, take, risk, of, pushing}"
bbc_20130322_1353,"A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out. And that, economists and investors contend, is why Germany and its Dutch stalking horse, Jeroen Dijsselbloem, the president of the Eurogroup of finance ministers, were so adamant that depositors - large and small, Cypriot and Russian - contribute 5.8 billion euros ($7.5 billion) toward the 10 billion euro bailout of Cyprus's largest banks. Greece may well have been too big to fail last year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, is certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries. As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run. ""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros. Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country. ""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke."" Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments. So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.",used,opened,AFTER,1,"{used, because, had, attacked, had, opened}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",apologised,tried,AFTER,1,"{apologiesed, could, have, led, during, 2010, tried, to}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",tried,agreed,BEFORE,0,"{during, 2010, tried, agreed, to, also}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",agreed,expressed,AFTER,1,"{also, agreed, to, had, previously, expressed}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",accepted,given,AFTER,1,"{had, accepted, in, the, past, has, always, given, for}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",trying,admitted,BEFORE,0,"{while, trying, May, 2010, admitted, were, made}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",admitted,insisted,EQUAL,2,"{admitted, were, made, but, insisted}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",admitted,used,AFTER,1,"{admitted, were, made, but, insisted, used, because, had, attacked}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",used,attacked,AFTER,1,"{used, because, had, attacked}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",departing,revealed,AFTER,1,"{before, departing, revealed}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",used,admitted,BEFORE,0,"{admitted, were, made, but, insisted, used, because, had, attacked}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",attacked,admitted,BEFORE,0,"{admitted, were, made, but, insisted, used, because, had, attacked}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",spoken,revealed,BEFORE,0,"{had, just, spoken, revealed, that}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",expressed,apologised,BEFORE,0,"{had, previously, expressed, has, apologised}"
bbc_20130322_1353,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",attacked,used,BEFORE,0,"{used, because, had, attacked}"
nyt_20130321_women_senate,"Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade. Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade. The Israeli government admitted mistakes were made in intelligence-gathering and planning, but insisted its commandos used lethal force because activists had attacked them. The activists said the troops had opened fire as soon as they boarded the vessel, which was in international waters at the time. The incident provoked an international outcry and led to a major deterioration in relations between Turkey and Israel. Before departing for Jordan on Friday afternoon, Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone.",dominated,shaping,BEFORE,0,"{before, gathered, slipped}"
nyt_20130321_women_senate,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose. The desks, he sternly told her, were for senators only. Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us."" In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation. A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill. One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill. ""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill."" Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill. ""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate."" While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military. This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress.",allowing,lapsed,BEFORE,0,"{as, sat, where, generations, had, cast}"
nyt_20130321_women_senate,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose. The desks, he sternly told her, were for senators only. Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us."" In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation. A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill. One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill. ""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill."" Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill. ""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate."" While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military. This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress.",think,having,AFTER,1,"{as, sat, marched}"
